"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
2800,2800,"36 months","10.99%",91.66,"B","B4","Napoli's Restaurant","7 years","RENT",24000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=510890",NA,"credit_card","No More Credit Cards!!","773xx",12.7,0,"6/1/06",0,NA,NA,8,0,5404,49.1,12,FALSE,NA,727,0
6500,6500,"36 months","11.99%",215.87,"B","B5","ozarks family vision centre","3 years","RENT",16800,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=791946","Borrower added on 06/21/11 > I AM WANTING TO PAY 2 CREDIT CARDS TO NOT HAVE THEM ANY MORE.<br/>","other","paying off credit cards","656xx",12.36,1,"7/1/97",0,17,NA,4,0,6888,78.6,16,FALSE,NA,3417,0
15600,15600,"60 months","19.42%",408.29,"E","E3","1ST FRANKLIN FINANCIAL CORP","5 years","OWN",55000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1042746",NA,"debt_consolidation","LOAN CONSOLIDATION","305xx",22.78,0,"5/1/03",0,25,NA,13,0,10078,73,34,FALSE,NA,7781,0
10000,10000,"36 months","8.49%",315.63,"A","A5","PC Helps Support LLC","10+ years","RENT",62000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=746589","Borrower added on 05/04/11 > Years ago when I got these credit cards, I was given horrible 20%+ rates because of a lack of credit history.  Now, even though my history is more established (100% on-time payments for every card and car loan), these lenders have been unwilling to lower the rates to something more reasonable.<br/><br/>I have a perfectly stable job that I've held for 10 years in a company that has actually thrived through the recession.  I can assure you that repayment will not be an issue.<br/>","debt_consolidation","Debt Consolidation","190xx",6.54,0,"9/1/98",0,NA,NA,10,0,11874,62.8,13,FALSE,NA,5619,0
16750,16750,"36 months","10.59%",545.13,"B","B2","Mondo Media","1 year","OWN",34000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=832582",NA,"debt_consolidation","CC loan","950xx",18.11,0,"8/1/01",0,NA,NA,8,0,19061,39.6,11,FALSE,NA,8016,0
20000,20000,"36 months","10.25%",647.7,"B","B2","Lexicon Pharmaceuticals","7 years","MORTGAGE",66000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=499301",NA,"debt_consolidation","Done in March 2013","773xx",11.76,0,"5/1/99",0,NA,NA,11,0,15738,39,20,FALSE,NA,8421,0
20000,20000,"60 months","16.77%",494.59,"D","D2","jpc builder","2 years","RENT",108000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1055653",NA,"credit_card","pay of credit card","112xx",13.5,0,"7/1/03",3,NA,NA,10,0,12775,71.8,18,FALSE,NA,8785,0
4000,4000,"36 months","7.14%",123.76,"A","A3","Hewlett Foundation","2 years","MORTGAGE",250000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=495367",NA,"credit_card","Refinance","940xx",2.77,0,"3/1/96",1,NA,NA,17,0,1002,2.4,47,FALSE,NA,1544,0
11625,11625,"60 months","19.03%",301.76,"E","E2","SunTrust Bank","7 years","RENT",32000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1040710","Borrower added on 11/26/11 > Have 3 credit cards that I don'st use and not planing to use. Need to pay them off and shred<br>","debt_consolidation","nodebt","327xx",23.44,0,"10/1/02",0,36,NA,12,0,11449,46.4,23,FALSE,NA,6119,0
12800,12800,"36 months","10.65%",416.94,"B","B2","Winstar World Casino","5 years","MORTGAGE",52000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=991429",NA,"debt_consolidation","All In One Bill","762xx",9.62,0,"1/1/03",1,NA,NA,13,0,13672,50.1,24,FALSE,NA,6772,0
15000,15000,"36 months","6.03%",456.54,"A","A1","Arizona's Best Choice Pest","n/a","MORTGAGE",80000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1017720",NA,"small_business","Small Business Loan","852xx",0.75,0,"5/1/04",0,NA,NA,7,0,2854,10.1,16,FALSE,NA,7495,0
8600,8600,"36 months","14.82%",297.37,"E","E3","eCity Interactive","1 year","RENT",42600,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=293410","Loan will be used to pay the following: - $5,500 income tax (payoff) - $1,200 credit card balance (payoff) - $1,300 of $2,900 credit card balance (partial payoff)  I'd like to pay the IRS all at once, rather than paying them monthly and thus accruing interest and penalties from them.  Also, I want to consolidate the debt of the two credit card balances listed above - the card with the $1,200 balance has a high APR (30%).","debt_consolidation","Income Tax + Debt Consolidation Loan","191xx",4.54,0,"9/1/99",2,51,NA,5,0,4181,97.2,5,FALSE,NA,4686,0
3575,3575,"36 months","11.49%",117.88,"B","B4","Colorado Department of Education","< 1 year","MORTGAGE",50000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=817877","Borrower added on 07/18/11 > These funds will consolidate two small credit cards with high rates into one lower monthly payment.  I am a homeowner, have never been late on a mortgage and have a very stable job in education with the government.<br/>","debt_consolidation","Consolidate Credit Cards","800xx",23.4,0,"11/1/97",0,30,NA,18,0,25569,74.5,34,FALSE,NA,1252,0
13500,13500,"36 months","6.92%",416.35,"A","A3","INROADS, Inc","< 1 year","RENT",57000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=650938","Borrower added on 01/09/11 > I began taking my budget more seriously a few months ago. At the suggestion of friend, I signed up for Mint.com to keep me on track. After reviewing the various suggestions by Mint and considering the toll that the credit crunch has placed on my credit cards I decided to use this site. I'm using this loan to consolidate my debt.<br/> Borrower added on 01/22/11 > For those who ate concerned with the amour of time I've been with my employer please note I don't typically switch employers often. Up until recently I was employed with my last company for over 7 years and I sought new employment.<br/>","debt_consolidation","Credit Payoff","061xx",10.57,0,"1/1/95",0,NA,NA,7,0,6809,76,19,FALSE,NA,6946,0
20000,20000,"60 months","18.25%",510.6,"D","D5","ASHLIN Management Group","< 1 year","RENT",102000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1034896","Borrower added on 11/20/11 > Consolidating debt, paying off medical bills<br>","debt_consolidation","Debt Consolidation Loan","209xx",9.26,0,"7/1/01",0,NA,NA,10,0,12417,81.2,13,FALSE,NA,8808,1
8000,8000,"36 months","7.66%",249.44,"A","A5","Sam Ash","< 1 year","RENT",19200,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=645220",NA,"major_purchase","DustinŰÎääÎs loan","067xx",1.25,0,"12/1/99",0,40,NA,3,0,351,12.1,4,FALSE,NA,4419,0
10000,10000,"36 months","8.59%",316.11,"A","A4","Franklin Educational Services","< 1 year","RENT",36000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=437915","My uncle is currently battling a terminal condition, and I was made a beneficiary of his will. We are trying to sell his house, and frankly the stress of the entire situation is a lot for me to handle as this is my first experience as a beneficiary. I'd like to have the money now so I can stop dealing with all of the financial aspects of my uncle's death and actually spend time with him.  I am a private tutor, and as the school year approaches I will be able to create a flexible schedule that allows me to both sustain myself and maximize free time, and a loan for less than the amount of my inheritance would guarantee repayment and free me from these financial worries.","other","Short-term loan for inheritance","904xx",16,0,"6/1/95",1,NA,NA,13,0,11185,24.9,17,FALSE,NA,5635,0
9600,9600,"36 months","13.49%",325.74,"C","C1","Joie de Vivre Hospitality","2 years","RENT",33280,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=978015",NA,"debt_consolidation","Debt Consolidation Loan","928xx",11.25,0,"4/1/04",0,NA,NA,5,0,12978,94.7,8,FALSE,NA,5010,0
5000,5000,"36 months","8.90%",158.77,"A","A5","Optimus Editorial","< 1 year","RENT",35000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1012129",NA,"debt_consolidation","Nordstrom Card","913xx",8.16,0,"8/1/06",2,NA,NA,8,0,6867,26.7,17,FALSE,NA,2438,0
10000,10000,"36 months","19.04%",366.78,"F","F3","Johnson & Johnson","10+ years","RENT",96000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=506504","Borrower added on 04/20/10 > I plan to use these funds to pay off all my credit cards and have just one loan with a lower interest rate.  I have always payed my credit cards on time and will continue to make those payments to this loan.  I will definitely keep my budget in order to pay this loan.  I have been at the same job for over 10 years and will continue on the road to success.<br/>","debt_consolidation","FRESH START - NO MORE DEBT","331xx",20.77,1,"1/1/90",1,23,NA,17,0,22619,67,23,FALSE,NA,5454,0
14000,14000,"36 months","15.31%",487.42,"D","D3","Barix Clinix of Ohio","7 years","MORTGAGE",65000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=377437","This is a loan to pay off three credit cards I have to I can improve my credit score and lower my interest rate Borrower added on 01/15/10 > I'm a nurse. So employment will never be an issue.  I always pay my bills two weeks early.  The minimum payment on my credit cards are $400 so it will be no problem paying $480.  I have already cut them up. Now all I need to do is pay them off and close the accounts.  I am so tired of these banks raising interest rates! Please invest in my family. We won't let you down.<br/>","debt_consolidation","Paying off Credit Cards","431xx",23.13,0,"10/1/99",0,NA,92,12,1,13641,97.4,16,FALSE,NA,7037,0
1000,1000,"36 months","14.17%",34.27,"C","C5","Bank of America","9 years","RENT",50000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=699331",NA,"moving","Shannon's personal loan","913xx",22.7,0,"2/1/01",2,NA,NA,13,0,5180,60.9,18,FALSE,NA,30,1
13200,13200,"36 months","11.71%",436.61,"B","B3","Fletcher's Plumbing & Contracting Inc.","2 years","MORTGAGE",41600,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060720","Borrower added on 12/11/11 > The funds are to be used to consolidate Credit card debit into one payment. This will be about 50% of the loans usage. The remainder will be for needed home improvements such as a new roof. <br><br>My current employment is very stable, the company has been around for 35 years in the plumbing service field. I am committed to this company at least another three years. <br><br>After careful examination on my current debt, by consolidating my debt the monthly savings in payment will be minimal but the overall savings is substantial over the period of this loan.<br><br>I make it a point to not be late on payments so that I do not incur any addition fees.<br><br>Thank you for investing in my future.<br>","debt_consolidation","CC Consolidate - Home Improve","959xx",9.55,0,"11/1/01",0,NA,NA,10,0,10086,77.6,23,FALSE,NA,6902,1
7800,7800,"36 months","8.90%",247.68,"A","A5","Coca Cola","10+ years","MORTGAGE",117000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1037683",NA,"medical","Medical Emergency","300xx",17.39,0,"1/1/98",0,NA,NA,16,0,64406,69.1,32,FALSE,NA,4113,0
5600,5600,"36 months","9.33%",178.94,"B","B3","Equant","5 years","RENT",95000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=147721","I am planning to start a side business to my current job that pays well.  The project is to start my consulting company with a partner to offer Sourcing and Negotiation advice and support in the High tech and media fields. I have a 7-year experience including negotiation of big outsourcing, multi-million dollar master services agreement and supply deals for major companies. I will also rely on a great business network that I have acquired for these years and contacts who perfectly know my abilities.  The load which is a partial funding of the costs to start the company will help pay for a web site and miscellaneous business set up fees and basic resources (Laptop, prints, registrations, etc).  I could easily finance these $5,600 myself by selling stocks or getting out of few financial investments I have but the transaction and transfer fees would cost me more than the interest I would pay on a loan!  My current income (base gross income above $7,000 per month + bonus) and monthly average spend will allow to repay the loan easily and it is likely that I will pay off the loan entirely after 6 months as I will afford it.  I have currently no debt, no mortgage, no autoloan, no student to repay.  Thanks for your contribution and for lending money to a promising business.","small_business","A push to start my business","100xx",0.13,0,"3/1/07",1,0,0,1,0,327,21.8,1,FALSE,NA,2756,0
1800,1800,"36 months","11.49%",59.35,"B","B4","Youth Continuum","< 1 year","RENT",15000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=818015",NA,"other","Moving","065xx",12,0,"7/1/02",1,32,NA,13,0,1328,25.5,32,FALSE,NA,295,0
15000,15000,"60 months","10.65%",323.53,"B","B2","US ARMY","10+ years","MORTGAGE",190000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=994699",NA,"home_improvement","Home Improvement Loan","765xx",17.04,0,"1/1/84",1,NA,NA,19,0,6735,3.8,28,FALSE,NA,7598,0
5500,5500,"36 months","5.42%",165.88,"A","A1","BNY Mellon","3 years","MORTGAGE",80000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=792312","Borrower added on 06/20/11 > This is a refinance of a SallieMae loan currently at 12.125% for 15 years.<br/>","debt_consolidation","Sallie Mae Refinance","150xx",5.33,0,"11/1/97",0,NA,NA,9,0,1264,3.9,29,FALSE,NA,2667,0
4000,4000,"36 months","6.39%",122.4,"A","A1","Pittsfield Public Schools","10+ years","MORTGAGE",54000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=562732","Borrower added on 08/11/10 > Very stable job as an educator. 10 years of employment with same company. Need loan for various fixes around the house. Thank you for your consideration.<br/> Borrower added on 08/11/10 > The note I submitted should have said 10+ years at the same job. I have been employed for 14 years.<br/>","home_improvement","Home One","012xx",19.82,0,"1/1/94",1,NA,NA,6,0,3071,12.9,18,FALSE,NA,1523,0
9000,9000,"36 months","7.51%",280,"A","A3","WorldWater & Solar Technologies, Inc.","1 year","RENT",60000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=969624",NA,"credit_card","Credit Card Loan","086xx",21.37,0,"8/1/76",1,46,NA,14,0,4310,27.8,17,FALSE,NA,4850,0
9000,9000,"36 months","13.22%",304.21,"C","C2","Owen D. Young CSD","4 years","RENT",46000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=473381",NA,"debt_consolidation","Debt Consolidation","133xx",15.57,0,"11/1/01",0,NA,NA,10,0,16660,73.1,27,FALSE,NA,4784,0
8000,8000,"36 months","12.87%",269.07,"C","C1",NA,"1 year","MORTGAGE",84000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=455300","558370 added on 10/16/09 > It's the perfect time to trim down on the number of credit cards. Don't have a problem making the payments, but the payments will be lower here anyway. And why should the credit cards have all the profits? 558370 added on 10/16/09 > I already have a loan here in Lending Club and It is faithfully up to date with no problems.  558370 added on 10/20/09 > Thank you for your consideration. I assure you the money will be put to good use and in a responsible manner.","credit_card","Trim down the credit cards.","785xx",6.19,0,"9/1/95",0,NA,NA,3,0,685,85.6,4,FALSE,NA,4228,1
11500,11500,"60 months","11.99%",255.76,"B","B5","Dystar LP","10+ years","OWN",80000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=795007",NA,"small_business","Business Capital","280xx",27.68,0,"9/1/83",0,NA,NA,24,0,44438,43.4,31,FALSE,NA,6106,0
11200,11200,"36 months","14.74%",386.82,"D","D3","Pacific Gas and Electric Company","6 years","RENT",63800,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=388774","I have a wedding date set for 6/28/09 with a non refundable deposit.  My fiancee injured his shoulder Nov 08 and is unable to work until he receives the surgery, then he has 3 month to recuperate.  The money we have saved to cover the wedding has been exhausted from his inability to return to work as a commercial diver in the Gulf of Mexico. Wedding invites have been sent and most attendees have made their out of state travel arrangements which is non refundable as well.  The remaining balance on the wedding is $5800 and there are still a few items that need full payment including photographer for $1000 and other miscellaneous services.  All other items have been paid for.  I need this loan to help cover the wedding expenses, plus I think this would be a great opportunity to consolidate my other bills and make one convenient payment.  My fiancee's job will be waiting for him upon his recovery, approx Aug of 09 depending on his surgery date.  I plan on repaying this loan in full asap after his return to work.  I have been in my full time position since 2001 and keep up with all my bills and maintaining good credit.","wedding","Wedding Go or Wedding No","936xx",16.21,0,"5/1/97",0,74,NA,5,0,10673,93.6,19,FALSE,NA,6042,0
35000,27475,"60 months","13.49%",632.06,"C","C2","Cantor Fitzgerald","1 year","RENT",85000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=748757","Borrower added on 05/11/11 > Hello - the reason I am currently applying for a loan to consolidate my debt is so I have only one pymt to make. I would like to start saving money for my future and I can't currently because of all my debt. I would be a good client for the loan as I am a responsible person who pays her bills on time. With this loan, I will be able to have a new begininng.<br/><br/>Thank you<br/>","debt_consolidation","paydown of debt","100xx",5.32,0,"9/1/88",0,NA,NA,12,0,57387,31,21,FALSE,NA,9900,0
10000,10000,"60 months","10.37%",214.3,"B","B3","Weatherby Locums","1 year","RENT",42000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=653074","Borrower added on 02/10/11 > Besides my parents residing here, my amazing career choice and company, Palm Tree's and white sandy beaches, This was the best descision I ever made. This loan will provide back the capital spent and accrued with the move from NJ to FL. I just completed a prior loan with Lending Club for Debt Consolodation with a perfect pay record.<br/>","moving","Never See Snow Again","334xx",25.74,0,"1/1/96",0,NA,NA,5,0,5659,80.8,16,FALSE,NA,5702,0
11200,11200,"60 months","14.65%",264.4,"C","C3",NA,"4 years","RENT",50000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1004936","Borrower added on 10/28/11 > I have owned and operated a Landscape design and maintenance company for 4 years.  I am looking to expand by acquiring another company, which includes there assets and inventory as well as their client base.  The company has net profits of $100,000 annually.  My current business does $500,000 in sales per year and has the capacity to take on all new clients from the newly acquired business.<br/> Borrower added on 10/29/11 > The inverntory is valued at $138,000 and can easily be liquidated.<br/> Borrower added on 10/29/11 > The funding will be used to make sure I have the correct infastructure to maintain growth and operate efficiently.<br/>","other","Other Loan","190xx",4.97,0,"12/1/02",1,50,NA,6,0,9309,36.4,15,FALSE,NA,6061,0
12000,12000,"36 months","11.99%",398.52,"B","B5","Microsoft","3 years","RENT",96000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=770998","Borrower added on 06/02/11 > I will be using this loan to buy into an established small aircraft partnership. <br/><br/>I have enough cash on hand to cover the purchase, but am trying to reduce risk and pay installments rather than tie up all of my cash. The monthly payments will be funded from excess disposable income. I have an incredibly steady job with a large technology firm.<br/>","major_purchase","Aircraft Partnership Loan","980xx",1.31,0,"6/1/07",0,NA,NA,3,0,4055,24.6,6,FALSE,NA,6229,0
5000,5000,"60 months","15.21%",119.51,"D","D2","Bank of America","8 years","RENT",82000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=538376",NA,"house","Shannon's loan","930xx",10.38,0,"2/1/01",1,NA,116,11,1,5045,71.1,16,FALSE,NA,2513,1
7000,7000,"36 months","15.62%",244.79,"D","D1","Prudential Fox & Roach/Century21 Allianc","5 years","RENT",30000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=850021","Borrower added on 08/12/11 > Medical<br/>","medical","Medical","193xx",21.64,2,"8/1/80",3,4,NA,19,0,14024,28.7,38,FALSE,NA,3656,0
7500,7500,"36 months","14.50%",258.16,"E","E2","STMicroelectronics","10+ years","MORTGAGE",150000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=351127","I want to clean up some credit card debt and also use some of the funds for some home improvement","debt_consolidation","Debt cleanup","980xx",26.27,0,"8/1/94",2,38,NA,17,0,91148,95.4,25,FALSE,NA,3977,0
8325,8325,"60 months","17.51%",209.19,"E","E4","CARRABA'S","2 years","RENT",30000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=746742","Borrower added on 04/21/11 > I WOULD LIKE TO USE THE MONEY TO PAY OFF MY CREDIT CARDS, BUT MOSTLY TO PUT SOME AWAY FOR SAVINGS. I HAVE TAKEN OUT PREVIOUS LOANS BEFORE AND AM ALWAYS ON TIME WITH PAYMENTS. MY MONTHLY BUDGET IS ABOUT $1000 (INCLUDING MY CAR, APT). I HAVE A SERVER JOB SO THERE IS ALWAYS MONEY COMING IN TO BE KEPT IN THE BANK ACCOUNT.<br/>","debt_consolidation","CUSHION","331xx",23.2,2,"1/1/94",0,8,NA,12,0,8841,67,25,FALSE,NA,4564,1
3000,3000,"36 months","19.29%",110.41,"E","E4","USMC","3 years","RENT",43200,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=798827","Borrower added on 06/27/11 > to help grandparents pay some outstanding debt.<br/>","debt_consolidation","Debt Consolidation Loan","285xx",6.86,0,"2/1/08",1,NA,NA,2,0,1998,99.9,4,FALSE,NA,926,0
3600,3600,"36 months","11.99%",119.56,"B","B5","Aeroframe Services","4 years","RENT",84996,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=751920",NA,"other","Home Maintnance","706xx",15.49,1,"8/1/99",0,15,NA,11,0,9601,27.7,20,FALSE,NA,1263,0
7000,7000,"36 months","6.91%",215.86,"A","A5","Melinda Randolph","5 years","RENT",36000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=595951",NA,"vacation","Raintree","941xx",21.23,0,"11/1/00",1,NA,NA,12,0,10784,56.2,27,FALSE,NA,3693,0
11700,11700,"36 months","8.59%",369.84,"A","A4","Fifth Third Bank","7 years","MORTGAGE",85000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=475820","Borrower added on 01/11/10 > This loan is to payoff a zero percent loan that was acquired to purchase new windows for my home.  I want to term out the loan and have it paid off within a certain time frame.<br/>","credit_card","Window Loan","452xx",8.03,0,"8/1/95",2,NA,NA,13,0,15917,22,33,FALSE,NA,6124,0
14000,14000,"60 months","18.64%",360.41,"E","E1","Quail Tools","7 years","MORTGAGE",110000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=909451","Borrower added on 10/12/11 > Loan will be used to pay off all outstanding doctor bills and credit card balances.<br/>Very stable job, I have been with the same company for over seven years.<br/>","debt_consolidation","Credit Card Payoff","829xx",6.97,0,"6/1/00",0,NA,NA,10,0,18451,63.4,19,FALSE,NA,7122,0
14000,14000,"60 months","13.99%",325.69,"C","C3","Miele Inc","4 years","RENT",315600,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=851565","Borrower added on 08/14/11 > This Loan Is to help pay off my debt, which includes credit card bills and paying off my car. i have good credit and have always been on time with payments. this loan will help minimize all my monthly payments and have extra money in my pocket. I currently have a very stable job which i been at for the last 4 years and counting :). so there is a brief summery of my life and what i need help with. i hope some of you investors can take my current debt situation into consideration and help a friend out. thank you so much in advance!<br/>null","debt_consolidation","Debt Consolidation","088xx",0.98,0,"2/1/07",2,NA,NA,6,0,1555,24.7,10,FALSE,NA,7102,0
7800,7800,"60 months","15.58%",187.95,"D","D3","SmartPak Equine LLC","5 years","MORTGAGE",58000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=543229",NA,"debt_consolidation","Lucy's Loan","023xx",3.04,0,"11/1/04",1,NA,NA,5,0,3394,37.3,7,FALSE,NA,4120,0
25000,25000,"36 months","15.95%",878.31,"E","E1","Insider Guides, Inc.","2 years","MORTGAGE",250000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=630756","These funds will be used for funds to purchase stock using a new strategy stock trading algorithm. My company has partnered with one of the largest online brokers and they are providing direct access to their trade servers. Over the past year we have been developing an algorithm that monitors stock trades at a rate you can only imagine. The algorithm is programmed for small wins and stop losses, so that the money will never be lost. We have ran the algorithm on live data simulating trades to predict profit and have an average gain of $4,000/mo on $25k investment. We have also tested this against historical data and have also seen a profit. We are now ready to invest money into this proven business.<br/><br/>I am a great candidate for this loan because I am well qualified and have the income to back the investment on my own. I have been programming computers for over 14 years for major corporations. I also have a Bachelors  of Science in Business Administration. I also have passed my Series 6 and Series 63 licensing exams for trading. I believe in multiple streams of income so I also hold my life insurance and real estate license.<br/><br/>My full-time job I am the Mobile Platform Architect at the third largest social network in the world. It is a very stable position where I control all mobile development for this company. I make $16,000 a month, and I also own a software company that makes me $5,000 profit a month.<br/><br/>Income: $21,000/mo<br/>Mortgage: $1,500<br/>Utilities: $500<br/>Student Loans: $500<br/>Auto Loan: $300<br/>Other Bills: $1000<br/>","small_business","Strategy Stock Trading Algorithm","750xx",7.36,0,"12/1/97",1,62,NA,24,0,7053,22,52,FALSE,NA,9421,0
15000,15000,"36 months","7.90%",469.36,"A","A4","Mandarin Oriental Hotel Group","1 year","RENT",35000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1058958",NA,"debt_consolidation","Debt Consolidation Loan","021xx",17.73,0,"6/1/00",0,64,NA,6,0,11550,61.3,23,FALSE,NA,7549,0
14500,14500,"36 months","10.38%",470.47,"B","B1","Sterling Helicopters Inc","1 year","RENT",30000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=541724",NA,"debt_consolidation","My Horrible, No, Good, Very Bad Debt","189xx",18.8,0,"6/1/04",2,NA,NA,4,0,2201,39.3,14,FALSE,NA,7211,0
7500,7500,"36 months","11.97%",249,"C","C4","Cal National Bank","1 year","MORTGAGE",145000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=350004","I am consolidating credit card debt.","debt_consolidation","Robert's Loan Request","916xx",18.16,0,"2/1/90",8,NA,NA,27,0,105863,49.3,53,FALSE,NA,3954,0
3000,3000,"36 months","11.12%",98.39,"B","B3","Doublepark LLC","3 years","RENT",30000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=598102",NA,"debt_consolidation","Personal Loan","331xx",2.36,0,"7/1/00",0,72,NA,5,0,1641,11.6,8,FALSE,NA,806,0
10000,10000,"36 months","13.79%",340.76,"C","C5","UBS Financial Services","2 years","RENT",50004,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=383924","I want to buy a small diner that is for sale in wealthy neighborhood in NY. I am working with a broker and found a really nice diner in a very nice area. It is a well established restaurant earning $6,000/week for breakfast and lunch with the potential for monetary growth. Once, I received the information from the broker about the restaurant, I visited the restaurant and ate there.  I really enjoyed the food and the service was great! The place was almost full and there was a diverse crowd. The current owner recently began a Sunday breakfast and is adding a dinner menu. Although the primary sales are from food, an application for a liquor license has also been submitted which will improve monetary sales. I honestly believe that this place can do a lot better with more advertising. There are three colleges nearby and the current owner have not taken advantage of it. I will use social networks such as facebook.com, myspaces.com and others as well as special discounts and WIFI internet connection to attract the college crowd. The restaurant has a website, but does not offer online orders. I will change the website so people in the area can also order online.  The restaurant has great reviews online already which should bring customers to the restaurant.  I will also increase the amount of advertising in local papers and distribute leaflets to attract more customers. I will update the menu and offer more food. This restaurant has a successful operation records and the place was established in 1986. The area is surrounded by really nice houses, many offices, a mall, and plenty of parking. I drove around and this is definitely a wealthy neighborhood and people can afford to eat out on a regular basis at a restaurant like this one.  Facilities: 2050 SF plus a full basement. The restaurant cans seats 65 in the dining room.   About me:  I graduated from Hobart and William Smith Colleges in upstate New York (www.hws.edu) with a major in Economics and a minor in International Relations.  My educational background, personal experience and career interests has equipped me with the tools to run this business. It has always been my dream to own and run a business and this is a great starter place. I am confident that I can successfully bring this business to the next level. I am currently working as Legal Assistant at a large Financial Company. I am quite accomplished in dealing with a diverse group of individuals from a wide array of backgrounds.  My current salary can cover the loan in case the restaurant does not produce what I am projecting.","small_business","Buy a small diner/Restaurant","104xx",16.58,0,"10/1/00",1,45,NA,6,0,757,22.9,11,FALSE,NA,5329,0
